Proj0,Proj1,Proj2,Proj3,Proj4,ProjTotal,AdjProjTotal,MT,Final,TotalPct,Grade,Quarter,LectureRef,MidtermOutOf,FinalOutOf
2,25,24,25,28.5,102.5,104.91,24,24.5,72.01%,B,2018Fall,A,36,44
2,27,26,27,29.5,109.5,111.05,23.5,22,71.83%,B,2018Fall,A,36,44
2,29,25,26,29.5,109.5,110.95,23,22.5,71.83%,B,2018Fall,A,36,44
2,22.31,30,17.25,21.83,91.39,97.77,27,24.5,71.72%,B,2018Fall,A,36,44
2,27,26,30,26,109,109,24.5,21.5,71.47%,B,2018Fall,A,36,44
2,29,25,30,29.5,113.5,114.46,17.5,25.5,71.43%,B,2018Fall,A,36,44
2,24,27,24,25.5,100.5,100.5,28.5,21.5,71.42%,B,2018Fall,A,36,44
2,16,30,25.5,29.5,101,105.24,25,22.5,71.32%,B,2018Fall,A,36,44
2,30,30,0,27.5,87.5,87.5,28,27.5,71.24%,B,2018Fall,A,36,44
2,30,25,12.16,23.1,90.26,94.64,27.5,24.5,71.02%,B,2018Fall,A,36,44
2,29,26,24,27,106,108.06,28,18,70.96%,B,2018Fall,A,36,44
2,28,25,5.83,27.075,85.91,87.27,29,26,70.73%,B,2018Fall,A,36,44
2,29,25,24,28.5,106.5,108.49,20.5,24,70.40%,B,2018Fall,A,36,44
2,27,29,28,24,108,109.65,18.5,25,70.15%,B,2018Fall,A,36,44
2,29,22,23.28,30,104.28,106.45,23.5,21.5,69.93%,B,2018Fall,A,36,44
0,27,28,13.52,15.8,84.32,89.24,26,29.5,69.93%,B,2018Fall,A,36,44
2,25.5,25.5,25,28.5,104.5,107.96,29,15.5,69.75%,B,2018Fall,A,36,44
2,28.71,26,17,28.5,100.21,103.12,19.5,26,69.42%,B-,2018Fall,A,36,44
2,29,27,26,16.5,98.5,101.46,24,22.5,69.36%,B-,2018Fall,A,36,44
2,21,30,25,4.37,80.37,83.49,26,28.5,69.26%,B-,2018Fall,A,36,44
2,30,30,28,29.205,117.21,117.83,18,20.5,69.15%,B-,2018Fall,A,36,44
2,28,30,25,30,113,113.96,23.5,17,69.06%,B-,2018Fall,A,36,44
2,19,13,23,23.5,78.5,84.22,30,24,68.91%,B-,2018Fall,A,36,44
2,28,27.5,24,29.5,109,111.45,22,19,68.68%,B-,2018Fall,A,36,44
2,23,25,20,24.99,92.99,96.71,26.5,21,68.39%,B-,2018Fall,A,36,44
2,28.5,25,20.88,14.685,89.07,95.96,31,17,68.27%,B-,2018Fall,A,36,44
2,0,30,25,28,83,84.56,24,28.5,68.23%,B-,2018Fall,A,36,44
2,29,27,25,29.5,110.5,111.9,21,19,68.13%,B-,2018Fall,A,36,44
2,24,23.76,25,23,95.76,95.76,19.5,27.5,68.09%,B-,2018Fall,A,36,44
2,26.68,27,26,27.72,107.4,107.4,17,24.5,67.98%,B-,2018Fall,A,36,44
2,24,29,24,29.5,106.5,108.36,21.5,19.5,67.68%,B-,2018Fall,A,36,44
2,22.5,24,24.5,29.5,100.5,104.85,21.5,21,67.63%,B-,2018Fall,A,36,44
2,28,25,22,22.5,97.5,100.6,20.5,23.5,67.39%,B-,2018Fall,A,36,44
2,25.5,21.78,27.5,27.5,102.28,106.23,22.5,19,67.29%,B-,2018Fall,A,36,44
2,28,26,21,28.5,103.5,105.93,15.5,25.5,67.20%,B-,2018Fall,A,36,44
2,26,26,23,12.42,87.42,87.42,26.5,23.5,67.17%,B-,2018Fall,A,36,44
0,20,22,23,29,94,99.8,26,20.5,66.70%,C+,2018Fall,A,36,44
2,30,27,25,30,112,112,17.5,20,66.49%,C+,2018Fall,A,36,44
2,26,28,26,17.5,97.5,97.5,23.5,20.5,66.19%,C+,2018Fall,A,36,44
2,23,26,22,24,95,98.44,22,21,65.84%,C+,2018Fall,A,36,44
2,27,22,10,15.5,74.5,78.25,29.5,23,65.82%,C+,2018Fall,A,36,44
2,29,28,21,23,101,103.62,20,20.5,65.80%,C+,2018Fall,A,36,44
2,30,24.75,24,29.205,107.96,110.64,19,18,65.57%,C+,2018Fall,A,36,44
2,17.71,29,24,18.655,89.37,93.87,16.5,27.5,65.37%,C+,2018Fall,A,36,44
2,27,26,21,29,103,105.34,19,19.5,64.93%,C+,2018Fall,A,36,44
2,28,24,30,30,112,113.1,18.5,16,64.55%,C+,2018Fall,A,36,44
2,30,28,22,14,94,97.83,25,16.5,64.34%,C+,2018Fall,A,36,44
2,13,25,26,25,89,95.91,22,20,64.25%,C+,2018Fall,A,36,44
2,28,29,0,28,85,85,24.5,22.5,64.22%,C+,2018Fall,A,36,44
2,27.44,25.48,25,23,100.92,100.92,22,17.5,64.04%,C+,2018Fall,A,36,44
2,18,19,23,27.5,87.5,94.75,17,24.5,63.76%,C+,2018Fall,A,36,44
1.5,30,30,26,30,116,116.89,17,15,63.52%,C+,2018Fall,A,36,44
2,15.75,30,25,25.575,96.33,101.61,22,16,63.15%,C,2018Fall,A,36,44
2,30,25,29,27,111,111,16.5,16.5,62.83%,C,2018Fall,A,36,44
2,25.5,30,25,21,101.5,105.63,18.5,17,62.81%,C,2018Fall,A,36,44
2,23,24,9,24,80,82.62,23,23,62.76%,C,2018Fall,A,36,44
2,20.37,0.18,0,18.5,39.05,41.96,30.5,34,62.67%,C,2018Fall,A,36,44
2,30,21,23.75,28.025,102.78,105.31,15.5,19.5,62.49%,C,2018Fall,A,36,44
2,21,12.87,22,29.5,85.37,90.14,19.5,22.5,62.46%,C,2018Fall,A,36,44
2,24,19.5,25,0,68.5,68.5,27.5,24.5,62.31%,C,2018Fall,A,36,44
2,29,29,15,29.5,102.5,102.5,23.5,13,62.24%,C,2018Fall,A,36,44
2,27,28,23,26,104,104,20.5,15,62.15%,C,2018Fall,A,36,44
2,29,25,26,29,109,110.62,16.5,15.5,61.96%,C,2018Fall,A,36,44
2,30,29,21,23,103,103,19.5,15.5,61.50%,C,2018Fall,A,36,44
2,25,26,25,28.5,104.5,106.78,14,18.5,61.19%,C,2018Fall,A,36,44
2,29,20.59,15.6,27.84,93.03,97,19.5,17.5,61.00%,C,2018Fall,A,36,44
2,26,27,0,14.5,67.5,67.5,25,25.5,60.99%,C,2018Fall,A,36,44
2,20,26,22,19.5,87.5,87.5,20,21,60.81%,C,2018Fall,A,36,44
2,28,22,25,23.52,98.52,101.68,18,16.5,60.77%,C,2018Fall,A,36,44
2,23,26,20,25,94,97.58,22.5,14,60.65%,C,2018Fall,A,36,44
2,18,25.5,14.6,24.5,82.6,90.94,18.5,20,60.16%,C-,2018Fall,A,36,44
0.5,25.5,28,23,29,105.5,108.73,19,13.5,60.06%,C-,2018Fall,A,36,44
2,30,26,18,24.5,98.5,101.46,21,12,59.40%,C-,2018Fall,A,36,44
2,28,29,5,5,67,67.41,26,22,59.03%,C-,2018Fall,A,36,44
2,30,25,0,13.16,68.16,68.16,29,18,58.36%,C-,2018Fall,A,36,44
2,25,23,22,13,83,88.45,20,17,58.12%,C-,2018Fall,A,36,44
2,25,30,15,28,98,101.03,16,15,58.04%,C-,2018Fall,A,36,44
2,25,29,26,14,94,94,14,19,57.31%,C-,2018Fall,A,36,44
2,27,26,22,13.5,88.5,88.5,19,16.5,57.07%,C-,2018Fall,A,36,44
2,26,27,24,28,105,105,13,14,56.53%,C-,2018Fall,A,36,44
2,24,23,25,26.5,98.5,101.46,15,13.5,56.36%,C-,2018Fall,A,36,44
2,30,30,8.97,17.39,86.36,89.17,19.5,14,55.77%,C-,2018Fall,A,36,44
2,9.9,29,13,2,53.9,56.55,26.5,22,55.75%,C-,2018Fall,A,36,44
0.5,30,9,23,26.5,88.5,89.95,23,12,55.45%,C-,2018Fall,A,36,44
2,30,24.5,22,3.29,79.79,82.8,18,15.5,53.73%,D+,2018Fall,A,36,44
2,24,25,23,14,86,90.68,12,17.5,53.69%,D+,2018Fall,A,36,44
2,28.5,23.5,13,4.37,69.37,74.95,23,14,53.45%,D+,2018Fall,A,36,44
2,18,26,0.65,11.31,55.96,59.53,24.5,18.5,52.73%,D+,2018Fall,A,36,44
2,24,30,9,0.99,63.99,64.82,18,20.5,51.48%,D+,2018Fall,A,36,44
2,26,16,26,0,68,71.24,20,15,50.88%,D+,2018Fall,A,36,44
0,23,23,9,10,65,66.93,22.5,15,49.18%,D,2018Fall,A,36,44
2,26,24,14,11,75,78.58,23,6.5,49.04%,D,2018Fall,A,36,44
2,9,22,24,27,82,84.34,11,15,49.00%,D,2018Fall,A,36,44
2,20,17,23,16.5,76.5,86.2,14.5,10.5,48.68%,D,2018Fall,A,36,44
0,0,27,0,3.875,30.88,30.88,27.5,25,48.14%,D,2018Fall,A,36,44
2,15.54,22.56,26,0,64.1,67.91,19,13.5,47.96%,D,2018Fall,A,36,44
2,26,29,8.9,28.71,92.61,93.54,14,5.5,47.03%,D,2018Fall,A,36,44
2,30,29,30,30,119,119,7,0.5,46.90%,D,2018Fall,A,36,44
2,27,25,24,2,78,79.93,16.5,8.5,46.48%,D,2018Fall,A,36,44
2,22,26.73,13,22,83.73,91.82,10.5,7.5,45.52%,D,2018Fall,A,36,44
2,29,25,9,11.5,74.5,75.33,13.5,8,42.48%,D-,2018Fall,A,36,44
2,26,24,26,0,76,76,19,0,40.53%,F,2018Fall,A,36,44
2,30,25,0,0,55,55.74,23.5,0,36.90%,F,2018Fall,A,36,44
2,30,18.48,0,0,48.48,51.05,24,0,35.68%,F,2018Fall,A,36,44
2,28.5,28,0,0,56.5,57.28,16,3.5,34.83%,F,2018Fall,A,36,44
0.5,6,15,10,1,32,35.35,16.5,14,34.24%,F,2018Fall,A,36,44
0.5,0,30,0,0,30,30,20.5,9.5,31.86%,F,2018Fall,A,36,44
2,1,23,0,0,24,25.56,30.5,0,31.70%,F,2018Fall,A,36,44
2,25,17,15,0,57,57,14.5,0,31.07%,F,2018Fall,A,36,44
2,30,22,0,0,52,53.18,16,0,30.84%,F,2018Fall,A,36,44
2,30,0,0,0,30,30,14.5,4,25.07%,F,2018Fall,A,36,44
2,27,15,0,0,42,42,12.5,0,24.68%,F,2018Fall,A,36,44
2,23,0,5,0,28,28,15,2,23.25%,F,2018Fall,A,36,44
0.5,24,16,0,0,40,42.76,12,0,23.09%,F,2018Fall,A,36,44
0.5,18,29,0,0,47,48.79,8,0,22.32%,F,2018Fall,A,36,44
2,23,16,0,0,39,43.68,7.5,0,21.77%,F,2018Fall,A,36,44
0.5,16,12,0,0,28,32.41,14.5,0,21.37%,F,2018Fall,A,36,44
0.5,25,14.8,2,0,41.8,41.8,9.5,0,21.03%,F,2018Fall,A,36,44
2,0.03,5,0,0,5.03,5.03,18.5,5,20.27%,F,2018Fall,A,36,44
0.5,3,22.5,0,0,25.5,27.17,11.5,0,17.54%,F,2018Fall,A,36,44
0.5,0,0,0,0,0,0,11.5,0,8.49%,I,2018Fall,A,36,44
2,0,0,0,0,0,0,0,0,2.00%,NP,2018Fall,A,36,44
2,29,30,30,30,119,119.14,31,43,95.49%,A+,2019Winter,A,36,44
2,28,30,30,29.5,117.5,117.97,33.5,40.5,94.96%,A+,2019Winter,A,36,44
2,30,29,28,30,117,117,32,40.5,93.60%,A+,2019Winter,A,36,44
2,30,30,30,28.91,118.91,118.91,32.5,39,93.46%,A+,2019Winter,A,36,44
2,30,26,30,29,115,115.33,34.5,38,92.90%,A,2019Winter,A,36,44
2,30,30,30,30,120,120,30.5,39.5,92.81%,A,2019Winter,A,36,44
0,28,30,30,30,118,118.37,32,41.5,92.80%,A,2019Winter,A,36,44
2,30,30,29,29,118,118,32,38,92.06%,A,2019Winter,A,36,44
2,28,28,30,30,116,116.75,32,37.5,91.26%,A,2019Winter,A,36,44
2,23,30,29,29.5,111.5,112.66,31.5,39,90.68%,A,2019Winter,A,36,44
2,26,29,29,29.5,113.5,114.71,32,36,89.46%,A,2019Winter,A,36,44
2,30,30,27,30,117,117,28.5,37.5,88.92%,A,2019Winter,A,36,44
2,26,30,30,29,115,115.93,30.5,35.5,88.45%,A,2019Winter,A,36,44
2,30,25,27,30,112,112.53,30.5,36,87.69%,A,2019Winter,A,36,44
2,26,30,30,30,116,116.54,30,34.5,87.56%,A,2019Winter,A,36,44
2,30,30,27,30,117,117.41,29,35,87.53%,A,2019Winter,A,36,44
2,29,26,30,30,115,115,29.5,35.5,87.44%,A,2019Winter,A,36,44
2,30,26,21,29,106,106.92,30,38.5,87.35%,A,2019Winter,A,36,44
2,30,30,30,27.5,117.5,117.5,29.5,33,86.40%,A,2019Winter,A,36,44
2,30,27,28,30,115,115.68,26,37,86.37%,A,2019Winter,A,36,44
2,24,29,25,29.5,107.5,109.83,26.5,39,86.26%,A,2019Winter,A,36,44
2,30,30,30,30,120,120,27.5,33.5,86.22%,A,2019Winter,A,36,44
2,29,28,29,29.5,115.5,115.8,30.5,32.5,86.15%,A,2019Winter,A,36,44
2,24,30,29,30,113,114.3,28.5,35,86.14%,A,2019Winter,A,36,44
2,26,30,29,29,114,115.12,26,36.5,85.80%,A,2019Winter,A,36,44
2,30,30,27,29.5,116.5,116.98,30.5,31.5,85.80%,A,2019Winter,A,36,44
2,29,30,29,30,118,118.13,25,36,85.74%,A,2019Winter,A,36,44
2,29,24,30,30,113,113,28.5,35,85.71%,A,2019Winter,A,36,44
2,30,24,28,30,112,113.09,28,35,85.39%,A,2019Winter,A,36,44
2,28,28,29,28.5,113.5,114.71,22.5,39,85.11%,A,2019Winter,A,36,44
2,30,21,25,29.5,105.5,107.47,25,39.5,84.81%,A,2019Winter,A,36,44
2,29,29,30,29.5,117.5,117.97,23,36.5,84.67%,A,2019Winter,A,36,44
2,29,29,30,30,118,118,26.5,32.5,84.11%,A,2019Winter,A,36,44
2,24,30,24,29,107,109.42,27,35.5,83.85%,A,2019Winter,A,36,44
2,29,28.5,0,29,86.5,86.5,34,39,83.69%,A,2019Winter,A,36,44
2,27,29,30,30,116,116.75,27.5,31.5,83.64%,A,2019Winter,A,36,44
2,27,30,26,28.5,111.5,113.08,28.5,32,83.49%,A,2019Winter,A,36,44
2,30,30,28,30,118,118,25.5,32.5,83.42%,A,2019Winter,A,36,44
2,28,27,26,26,107,107.85,26,36.5,83.38%,A,2019Winter,A,36,44
2,27,27,26,30,110,110,25.5,36,83.38%,A,2019Winter,A,36,44
2,19,24,23,24.5,90.5,96,32,36,83.22%,A,2019Winter,A,36,44
2,28,30,30,30,118,118.37,29,28.5,82.97%,A,2019Winter,A,36,44
2,27,30,30,28.71,115.71,116.51,30.5,27,82.27%,A,2019Winter,A,36,44
2,27,30,28,30,115,115,26.5,31,81.99%,A,2019Winter,A,36,44
2,30,28,24,30,112,113.09,28.5,30,81.99%,A,2019Winter,A,36,44
2,30,30,27,30,117,117,24,32,81.67%,A,2019Winter,A,36,44
2,29,30,28,27,114,114,27,30.5,81.63%,A,2019Winter,A,36,44
0.5,24,30,27,26,107,109.42,27,34.5,81.60%,A,2019Winter,A,36,44
2,26,29,30,29.5,114.5,114.5,26.5,30.5,81.44%,A,2019Winter,A,36,44
2,25,26,29,28.5,108.5,110.07,23.5,35,81.26%,A,2019Winter,A,36,44
2,30,30,30,28.42,118.42,118.42,26.5,28.5,81.25%,A,2019Winter,A,36,44
2,30,30,23,23.5,106.5,108.34,23,35.5,80.71%,A,2019Winter,A,36,44
2,30,30,30,29.5,119.5,119.53,24.5,28.5,80.23%,A-,2019Winter,A,36,44
2,30,30,28,27.645,115.65,115.65,22,32,79.83%,A-,2019Winter,A,36,44
2,25,30,27,29.5,111.5,112.66,24.5,31,79.82%,A-,2019Winter,A,36,44
2,29,28,25,30,112,113.49,24.5,30.5,79.72%,A-,2019Winter,A,36,44
2,30,28,30,29.5,117.5,117.5,22.5,30.5,79.67%,A-,2019Winter,A,36,44
2,29,30,26,28.5,113.5,113.5,26.5,28.5,79.61%,A-,2019Winter,A,36,44
2,29,30,21.965,4.5,85.47,87.15,31,36,79.58%,A-,2019Winter,A,36,44
2,30,26,23,30,109,110.5,26.5,29.5,79.36%,A-,2019Winter,A,36,44
2,26,29,24,27.5,106.5,108.34,22,34,78.89%,A-,2019Winter,A,36,44
2,30,25,27,30,112,113.09,19.5,34,78.74%,A-,2019Winter,A,36,44
2,25,30,30,30,115,115,25,28,78.69%,A-,2019Winter,A,36,44
2,27,30,28,28.91,113.91,114.31,29,24,78.24%,A-,2019Winter,A,36,44
2,22,28,29,28,107,109.42,25,29,77.59%,A-,2019Winter,A,36,44
2,30,30,23,30,113,113.95,26,26,77.54%,A-,2019Winter,A,36,44
2,29,23,27,24.48,103.48,104.56,29,27,77.24%,B+,2019Winter,A,36,44
2,30,30,30,28.5,118.5,118.7,21.5,27.5,77.12%,B+,2019Winter,A,36,44
2,30,28,30,29.5,117.5,117.5,22.5,27,77.04%,B+,2019Winter,A,36,44
2,21,30,28,28.5,107.5,109.2,25,28,76.76%,B+,2019Winter,A,36,44
2,29,25,28,29.205,111.21,112.4,17.5,33.5,76.75%,B+,2019Winter,A,36,44
2,29,19,28,30,106,106,27,27.5,76.71%,B+,2019Winter,A,36,44
2,28,28,24,26.95,106.95,109.38,25,27.5,76.45%,B+,2019Winter,A,36,44
2,23,21,26,30,100,102.72,31,24.5,76.14%,B+,2019Winter,A,36,44
2,29,28,25,28.5,110.5,110.5,24.5,27,76.10%,B+,2019Winter,A,36,44
2,28,26,28,29,111,111,23.5,27.5,75.94%,B+,2019Winter,A,36,44
2,30,26,25,26,107,107.85,23.5,28.5,75.65%,B+,2019Winter,A,36,44
2,24,22,21,26,93,98.03,25.5,31,75.64%,B+,2019Winter,A,36,44
2,29,30,29,29.5,117.5,117.97,19,28,75.52%,B+,2019Winter,A,36,44
2,30,26,28,29.5,113.5,114.38,18,30.5,75.50%,B+,2019Winter,A,36,44
2,23,26,23,29.5,101.5,104.95,26,27,75.29%,B+,2019Winter,A,36,44
2,30,27,21,28,106,106.92,27,25,75.14%,B+,2019Winter,A,36,44
2,30,26,28,30,114,114.39,26,22.5,75.06%,B+,2019Winter,A,36,44
2,26,29,18,26.19,99.19,103.07,27.5,26,74.95%,B+,2019Winter,A,36,44
0.5,27,21,27,30,105,105,19,35,74.94%,B+,2019Winter,A,36,44
2,30,29,28,29.5,116.5,116.5,22,25,74.86%,B+,2019Winter,A,36,44
2,18,26,27,25.5,96.5,99.7,23.5,31,74.80%,B+,2019Winter,A,36,44
2,24,29,29,29.5,111.5,113.08,24,24.5,74.74%,B+,2019Winter,A,36,44
2,29,25,21.714,20.295,96.01,100.48,23.5,30.5,74.69%,B+,2019Winter,A,36,44
2,30,26,28,27.5,111.5,112.06,26.5,22.5,74.63%,B+,2019Winter,A,36,44
2,28,26,27,26,107,107,21,29.5,74.38%,B,2019Winter,A,36,44
2,24,19,21,27.225,91.23,96.59,20.5,34.5,74.31%,B,2019Winter,A,36,44
2,24,24,30,30,108,110.24,21.5,27.5,74.30%,B,2019Winter,A,36,44
2,26,29,23,29.5,107.5,109.83,20.5,28.5,74.22%,B,2019Winter,A,36,44
2,27,29,22,29.5,107.5,109.83,24,25,74.03%,B,2019Winter,A,36,44
2,22,27,30,23.715,102.72,105.07,24,27,73.94%,B,2019Winter,A,36,44
2,25,24,24,26.5,99.5,102.29,24,28,73.76%,B,2019Winter,A,36,44
2,29.4,30,21,13.065,93.47,93.47,25.5,30.5,73.74%,B,2019Winter,A,36,44
0.5,29,29,28,29,115,115.93,19.5,28,73.69%,B,2019Winter,A,36,44
2,27,30,27,28.5,112.5,112.99,23,24,73.64%,B,2019Winter,A,36,44
2,29,26,25,30,110,110,26,22.5,73.60%,B,2019Winter,A,36,44
2,30,28,25,28,111,111,26,22,73.56%,B,2019Winter,A,36,44
2,27,28,24,25.22,104.22,104.22,26.5,24.5,73.52%,B,2019Winter,A,36,44
2,28,27,28,30,113,113,19.5,27,73.46%,B,2019Winter,A,36,44
2,24,28,27,26,105,107.04,22.5,26.5,73.18%,B,2019Winter,A,36,44
2,30,25,29,29.5,113.5,114.38,21,24.5,73.09%,B,2019Winter,A,36,44
2,23,29,26,28,106,107.91,16.5,31.5,73.05%,B,2019Winter,A,36,44
2,27,27,29,27.5,110.5,111.79,20.5,26,73.00%,B,2019Winter,A,36,44
2,23,30,27,28.71,108.71,110.81,22,25,72.97%,B,2019Winter,A,36,44
2,29,28,20,30,107,109.42,21,26.5,72.93%,B,2019Winter,A,36,44
2,28,23,26,20.5,97.5,98.98,26.5,26,72.90%,B,2019Winter,A,36,44
2,27,26,25,25.52,103.52,106.59,23.5,25,72.60%,B,2019Winter,A,36,44
2,30,29,13,20,92,92,25.5,29.5,72.50%,B,2019Winter,A,36,44
2,27,24,24,23.765,98.77,100.16,23,28,72.36%,B,2019Winter,A,36,44
2,30,27,26,30,113,113,20.5,24.5,72.28%,B,2019Winter,A,36,44
2,29,26,25,23.52,103.52,104.6,25,24,72.23%,B,2019Winter,A,36,44
2,29,28,23,18.87,98.87,98.87,27,24.5,72.08%,B,2019Winter,A,36,44
2,29,28,29,28,114,114.39,20,24,72.02%,B,2019Winter,A,36,44
2,30,26,29,26.5,111.5,112.66,23.5,21.5,72.00%,B,2019Winter,A,36,44
2,29,30,26,30,115,115.93,21,22,71.73%,B,2019Winter,A,36,44
2,25,28,23,24.5,100.5,104.13,26,22.5,71.64%,B,2019Winter,A,36,44
2,24,28,20,26.5,98.5,102.51,24,25,71.59%,B,2019Winter,A,36,44
0.5,26,26,13.23,12.75,77.98,83.7,23,36,71.37%,B,2019Winter,A,36,44
0,28,18.75,24.3,25.075,96.13,99.37,24.5,28,71.14%,B,2019Winter,A,36,44
2,26,30,24,29,109,111.05,23,21.5,71.11%,B,2019Winter,A,36,44
2,23,20,29,28.5,100.5,101.78,23.5,25,71.00%,B,2019Winter,A,36,44
2,22,24,28,27.5,101.5,101.5,24,24.5,70.88%,B,2019Winter,A,36,44
2,29,30,26,26.5,111.5,113.08,15.5,27,70.71%,B,2019Winter,A,36,44
2,24,28,22,26,100,103.73,21.5,25.5,70.63%,B,2019Winter,A,36,44
2,30,29,30,30,119,119.07,21.5,18.5,70.49%,B,2019Winter,A,36,44
2,25,19,25,29,98,102.1,21.5,26,70.46%,B,2019Winter,A,36,44
2,30,28,20.75,20.295,99.05,100.42,25.5,23,70.43%,B,2019Winter,A,36,44
2,27,26,24,21.5,98.5,99.91,24,24.5,70.35%,B,2019Winter,A,36,44
2,30,30,27,27,114,114,19,22.5,70.07%,B-,2019Winter,A,36,44
2,30,28,29,28,115,115,18.5,22.5,70.06%,B-,2019Winter,A,36,44
2,30,28,20,11.5,89.5,89.5,22,30.5,69.99%,B-,2019Winter,A,36,44
2,30,29.7,26.46,29.5,115.66,115.95,20,20.5,69.91%,B-,2019Winter,A,36,44
2,22,28,29,28,107,109.42,19.5,23.5,69.64%,B-,2019Winter,A,36,44
2,30,30,30,30,120,120,16,22,69.61%,B-,2019Winter,A,36,44
2,30,28,26,28,112,112,18,23.5,69.46%,B-,2019Winter,A,36,44
2,28,30,25,27,110,111.86,25.5,16.5,69.37%,B-,2019Winter,A,36,44
2,25,26,28,25,104,105.05,25.5,19.5,69.35%,B-,2019Winter,A,36,44
2,24.5,27,20.93,27.075,99.51,102.29,22.5,23.5,69.35%,B-,2019Winter,A,36,44
2,30,21.06,25,27,103.06,105.37,24,20.5,69.16%,B-,2019Winter,A,36,44
2,28,30,28,29.5,115.5,115.5,17.5,22,69.15%,B-,2019Winter,A,36,44
2,28,26,21.85,20.09,95.94,95.94,19,29,68.92%,B-,2019Winter,A,36,44
2,30,28,27,24,109,110.5,26.5,15.5,68.86%,B-,2019Winter,A,36,44
2,23,30,22,29,104,106.98,21,22,68.74%,B-,2019Winter,A,36,44
2,29,29,28,21,107,109.42,17,24.5,68.65%,B-,2019Winter,A,36,44
2,25,27,27,27,106,107.91,24.5,18,68.48%,B-,2019Winter,A,36,44
2,30,30,24,29,113,113,17,22.5,68.35%,B-,2019Winter,A,36,44
0.5,27,26.7489,30,28,111.75,113.29,19.5,22,68.30%,B-,2019Winter,A,36,44
2,25,30,29,30,114,115.12,18,20.5,68.25%,B-,2019Winter,A,36,44
2,30,26,23,22.5,101.5,102.71,25.5,19,68.20%,B-,2019Winter,A,36,44
2,24,29,28,30,111,112.23,22,18,68.19%,B-,2019Winter,A,36,44
2,29,24,27,13.5,93.5,93.5,26.5,22,68.07%,B-,2019Winter,A,36,44
2,28,27,24,25,104,106.18,21.5,21,68.07%,B-,2019Winter,A,36,44
2,27,28,29,25.5,109.5,111.46,20.5,19.5,68.01%,B-,2019Winter,A,36,44
2,23,25,30,19.6,97.6,100.65,24,21,67.97%,B-,2019Winter,A,36,44
2,27,26,23,28,104,106.18,17.5,24.5,67.92%,B-,2019Winter,A,36,44
2,23,30,26,28.5,107.5,108.32,17.5,23.5,67.88%,B-,2019Winter,A,36,44
2,29.7,26,0,26.5,82.2,83.26,23,29.5,67.85%,B-,2019Winter,A,36,44
2,26,23.75,29.1,20.06,98.91,101.78,21.5,22.5,67.73%,B-,2019Winter,A,36,44
2,24,29,20,27.5,100.5,100.5,21.5,23,67.68%,B-,2019Winter,A,36,44
0.5,23,30,24.96,27,104.96,107.01,22.5,21,67.54%,B-,2019Winter,A,36,44
2,26,24,29,27.5,106.5,108.34,18,22,67.11%,C+,2019Winter,A,36,44
2,28,28,21,28,105,107.04,18.5,22,67.03%,C+,2019Winter,A,36,44
2,27,27.44,11.84,28.025,94.31,94.31,20.5,25,66.42%,C+,2019Winter,A,36,44
2,28,29,27,28,112,112.53,16,20.5,65.99%,C+,2019Winter,A,36,44
2,28,30,21,30,109,109,18,20,65.83%,C+,2019Winter,A,36,44
2,24,20,26.46,28.5,98.96,98.96,22,20,65.26%,C+,2019Winter,A,36,44
2,30,30,22,26.5,108.5,110.64,18,18.5,65.26%,C+,2019Winter,A,36,44
2,26,26,19.36,26.95,98.31,102.35,23.5,17,65.19%,C+,2019Winter,A,36,44
2,29,27.8824,22,19,97.88,102,22.5,18,65.13%,C+,2019Winter,A,36,44
2,30,29,27,26,112,112,16,19.5,65.07%,C+,2019Winter,A,36,44
2,24,30,27,20.9,101.9,103.09,18,21.5,64.99%,C+,2019Winter,A,36,44
2,25,26,27.44,19,97.44,100.51,22,18.5,64.66%,C+,2019Winter,A,36,44
2,26,25,20,29,100,103.73,15.5,23,64.59%,C+,2019Winter,A,36,44
2,28,23,25,29,105,107.04,22,15.5,64.58%,C+,2019Winter,A,36,44
2,29,28,20.088,28.5,105.59,108.27,18,18.5,64.47%,C+,2019Winter,A,36,44
0.5,22.586,24.9125,20,27.72,95.22,99.84,24.5,18,64.29%,C,2019Winter,A,36,44
2,29.4,30,25.76,19,104.16,104.16,18.5,19.5,64.19%,C,2019Winter,A,36,44
2,28,25,24,27.5,104.5,104.5,21,17,64.17%,C,2019Winter,A,36,44
2,26,24,29,30,109,109,16.5,18.5,63.67%,C,2019Winter,A,36,44
2,29,27,0,16,72,72,20.5,30.5,63.11%,C,2019Winter,A,36,44
2,23,26,29,14,92,95.81,17.5,22.5,62.96%,C,2019Winter,A,36,44
0.5,28,26,18,24,96,100.47,19.5,20.5,62.91%,C,2019Winter,A,36,44
2,23,30,16,19.98,88.98,93.2,22,19,62.60%,C,2019Winter,A,36,44
2,24,27,23,28.5,102.5,105.76,16.5,18.5,62.59%,C,2019Winter,A,36,44
2,24,20,27,14.5,85.5,85.5,21.5,22.5,62.31%,C,2019Winter,A,36,44
1.5,30,14,21,29,94,94,20,20.5,62.10%,C,2019Winter,A,36,44
0,21.648,27,10,18.05,76.7,81.04,23.5,25,62.08%,C,2019Winter,A,36,44
2,27,25,26,4.85,82.85,82.85,20.5,24,61.85%,C,2019Winter,A,36,44
2,23,27,17.22,5.6,72.82,75.92,25.5,22,61.52%,C,2019Winter,A,36,44
2,30,26,26,22.5,104.5,105.52,16,17.5,61.41%,C,2019Winter,A,36,44
